NMId,ConcIn,Coating,ConcHA,TypeNOM,N_r,N_a,N_g,N_Pe,N_Lo,N_Dl,M_inj,N_as,N_Z1,N_Z2,N_CA
ZnO,4.66,None,0.7202792,Oxalic,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0443283731047,2.79915905435,29.91460245,73.3084352377,-0.626005248455,20.0
ZnO,4.33,None,0.7364064,Formic,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0409149628343,2.79915905435,29.91460245,81.6379206227,-0.850739461304,20.0
MWCNT,1.0,None,0.0,None,0.000791666666667,0.000121534450117,7.64207733362e-08,22120.925756,0.396785952716,4.80119259829,2.51924314891,28.248438455,277.063811216,0.178053155063,4.0
MWCNT,0.005,None,0.0,None,0.000542857142857,0.000119023407759,7.48418317384e-08,32940.2674319,0.396785952716,4.80119259829,3.35899086522,29.91460245,277.063811216,0.178053155063,4.0
MWCNT,0.01,None,0.0,None,0.000542857142857,0.000103984349017,6.53852826018e-08,37704.3556969,0.396785952716,4.80119259829,2.41745554694,43.072155102,277.063811216,0.178053155063,4.0
MWCNT,0.005,None,0.0,None,0.000542857142857,0.000112955547756,7.10263658066e-08,34709.7859304,0.396785952716,4.80119259829,3.28265016374,31.7072905902,277.063811216,0.178053155063,4.0
MWCNT,1.0,None,0.0,None,7.42998352554e-05,0.00214795365909,4.2877425301e-09,13336.206129,0.396785952716,1.13965150623,3.74578375273,26.6975437361,65.7661993992,0.178053155063,4.0
Ag,1.0,None,0.0,None,7.42998352554e-05,0.00105666731288,1.13506449603e-07,6556.03410545,0.0959574191771,25.5122151867,2.70062865564,38.9324258825,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,7.42998352554e-05,0.00105666731288,1.13506449603e-07,6556.03410545,0.0959574191771,25.5122151867,2.70347870849,34.6616324643,35.500772443,0.561527935939,4.0
Ag,5.0,None,0.0,None,7.42998352554e-05,0.00105666731288,1.13506449603e-07,6556.03410545,0.0959574191771,25.5122151867,2.69642991705,31.8939917876,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,7.42998352554e-05,0.00105666731288,1.13506449603e-07,6556.03410545,0.0959574191771,25.5122151867,2.70174831926,34.0434335061,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,7.94069192751e-05,0.000925118317983,1.29646719522e-07,7006.67059607,0.0959574191771,43.1110569031,2.69543748793,40.9342259669,35.8184900491,0.265885115873,4.0
Ag,10.0,None,0.0,None,0.0001,0.000583329546578,2.05610286329e-07,8823.75321953,0.0959574191771,76.7795072736,2.69709153647,37.283851866,44.2837097624,0.115346132913,4.0
Ag,10.0,None,0.0,None,7.42998352554e-05,0.0247260151214,2.6560509207e-06,280.172397669,0.0959574191771,25.5122151867,2.69472497472,32.2716191467,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,7.42998352554e-05,0.00530601182862,5.69968008735e-07,1305.60337314,0.0959574191771,25.5122151867,2.70017061143,39.6678707703,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,0.0001,0.000583329546578,2.05610286329e-07,8823.75321953,0.0959574191771,76.7795072736,2.69833843459,35.5085180534,44.2837097624,0.115346132913,4.0
Ag,10.0,None,0.0,None,0.0001,0.000583329546578,2.05610286329e-07,8823.75321953,0.0959574191771,76.7795072736,2.70103580604,32.0820967666,44.2837097624,0.115346132913,4.0
Ag,10.0,None,0.0,None,0.0001,0.000583329546578,2.05610286329e-07,8823.75321953,0.0959574191771,76.7795072736,2.69709153647,37.283851866,44.2837097624,0.115346132913,4.0
CeO,35.1,None,0.0,None,0.000716363636364,0.000485269288984,3.24662141567e-06,5666.4352385,0.367229448075,112.505593917,4.27428406736,41.1937845266,97.1551679369,-0.999517881765,6.0
CeO,43.9,None,0.0,None,0.00796363636364,3.92669373787e-06,0.000401224483282,62992.3511285,0.367229448075,1250.69670395,4.27428406736,41.1937845266,1181.00021771,-0.540005731796,6.0
CeO,37.2,None,0.0,None,0.00225090909091,4.91511814516e-05,3.20538717372e-05,17804.6873738,0.367229448075,353.507424541,4.27428406736,41.1937845266,591.010796281,0.880563600549,6.0
FeOx,7.5,None,0.0,None,0.000551546391753,0.00125559308084,1.42142385834e-07,6585.78146148,0.850255612962,45.2892154397,2.91845412386,28.248438455,50.8416266408,0.99871897518,7.0
FeOx,7.5,None,0.0,None,0.000551546391753,0.00125559308084,1.42142385834e-07,6585.78146148,0.850255612962,58.4681257202,2.91845412386,28.248438455,43.425526678,0.998101822017,7.0
FeOx,7.5,None,0.0,None,0.000551546391753,0.00125559308084,1.42142385834e-07,6585.78146148,0.850255612962,82.68641636,2.91845412386,28.248438455,31.3608168173,0.979718986274,7.0
FeOx,7.5,None,0.0,None,0.000551546391753,0.000835265783389,9.45582395036e-08,9899.91664855,0.850255612962,82.68641636,2.91845412386,28.248438455,31.3608168173,0.979718986274,7.0
C60,2.44,None,0.0,None,0.000263888888889,0.0017090609805,8.61478466547e-08,2268.09491928,0.190700187479,126.567338179,2.09848571783,43.072155102,81.2310165118,0.731047408244,6.0
C60,1.34,None,0.0,None,0.000263888888889,0.0017090609805,8.61478466547e-08,2268.09491928,0.190700187479,126.567338179,2.09848571783,43.072155102,81.2310165118,0.731047408244,6.0
C60,1.34,None,0.0,None,0.000263888888889,0.0017090609805,8.61478466547e-08,2268.09491928,0.190700187479,126.567338179,2.09848571783,43.072155102,81.2310165118,0.731047408244,6.0
C60,2.25,None,0.0,None,0.000263888888889,0.0017523283471,8.83288047979e-08,2212.0925756,0.190700187479,126.567338179,3.10575886238,45.9547236374,33.2316199005,0.974707893503,6.0
C60,1.34,None,0.0,None,0.000263888888889,0.0017523283471,8.83288047979e-08,2212.0925756,0.190700187479,126.567338179,2.04326240946,45.9547236374,33.2316199005,0.974707893503,6.0
HAP,200.0,None,0.0,None,0.000166666666667,0.000635349074219,9.05390476229e-08,20509.6302534,0.40488362522,0.1,4.14124743596,37.9790961239,217.442556985,0.92263011254,7.69230769231
HAP,200.0,None,0.0,None,0.00017,0.000610677695328,9.41968251469e-08,20919.8228585,0.40488362522,23.9350520256,4.14124743596,37.9790961239,152.305581825,0.795918497334,7.69230769231
HAP,200.0,None,0.0,None,0.00018,0.000544709425771,1.05604745147e-07,22150.4006737,0.40488362522,80.1415909224,4.14124743596,37.9790961239,90.0303431731,0.899189960068,7.69230769231
HAP,200.0,None,0.0,None,0.000198333333333,0.000448661163914,1.28212345339e-07,24406.4600016,0.40488362522,197.454105279,4.14124743596,37.9790961239,45.2929776141,0.98572667613,7.69230769231
HAP,200.0,None,0.0,None,0.000221666666667,0.000359177496873,1.6015452134e-07,27277.808237,0.40488362522,312.094305824,4.14124743596,37.9790961239,31.9422092858,0.978130661624,7.69230769231
HAP,200.0,None,0.0,None,0.000171666666667,0.000598877438231,9.60528756232e-08,21124.919161,0.40488362522,13.2382950459,4.14124743596,37.9790961239,83.9277991561,0.957277626853,7.69230769231
HAP,200.0,None,0.0,None,0.000181666666667,0.000534760604511,1.07569442481e-07,22355.4969762,0.40488362522,24.2650928071,4.14124743596,37.9790961239,59.6781306924,0.990406871963,7.69230769231
HAP,200.0,None,0.0,None,0.00019,0.000488880481855,1.17664546291e-07,23380.9784889,0.40488362522,32.7630771813,4.14124743596,37.9790961239,49.1003333599,0.993988241464,7.69230769231
HAP,200.0,None,0.0,None,0.000225,0.000348614032493,1.65007414293e-07,27688.0008421,0.40488362522,54.8691964282,4.14124743596,37.9790961239,37.3760096599,0.986937590711,7.69230769231
HAP,10.0,None,10.0,HA,0.000416666666667,6.65479868715e-05,1.23709262343e-06,23027.2794761,0.119035785815,18.551294195,4.3068973334,40.4214627979,442.244149635,0.997278200198,7.69230769231
HAP,10.0,None,10.0,HA,0.000486666666667,4.87808357509e-05,1.68767144711e-06,26895.8624281,0.119035785815,68.5199528577,4.3068973334,40.4214627979,415.759843256,0.976748147233,7.69230769231
HAP,10.0,None,10.0,HA,0.000696666666667,2.38046815519e-05,3.45839634458e-06,38501.6112841,0.119035785815,310.17763894,4.3068973334,40.4214627979,284.113601183,0.999314364073,7.69230769231
HAP,10.0,None,10.0,HA,0.00106333333333,1.0218180785e-05,8.05681807698e-06,58765.6172231,0.119035785815,1058.61948881,4.3068973334,40.4214627979,185.86543319,0.967606610896,7.69230769231
Biochar,200.0,None,0.0,None,0.000229090909091,0.005171165584,1.03655990917e-07,11347.8433258,2.50622964011,21.5459729679,3.23017300005,40.4214627979,179.068580725,0.833993344676,7.69230769231
Biochar,200.0,None,0.0,None,0.000192727272727,0.00730664158166,7.33609671167e-08,9546.59835348,2.50622964011,18.1259772587,3.23017300005,40.4214627979,138.401185567,0.795633876428,7.69230769231
Biochar,200.0,None,0.0,None,0.000190909090909,0.00744647844096,7.19833270258e-08,9456.53610486,2.50622964011,17.9549774732,3.23017300005,40.4214627979,138.932734749,0.811362525517,7.69230769231
Biochar,200.0,None,0.0,None,0.000178181818182,0.00854825331233,6.27054759869e-08,8826.10036454,2.50622964011,16.757978975,3.23017300005,40.4214627979,127.52357479,0.719223361996,7.69230769231
Biochar,300.0,None,0.0,None,0.00021,0.00259467397924,5.41992109371e-07,2367.57276662,0.240500873381,21.5459729679,3.31299794877,37.9790961239,181.939528362,0.829270541742,7.69230769231
Biochar,300.0,None,1.0,HA,0.00021,0.00128423257558,5.41992109371e-07,2367.57276662,0.119035785815,21.5459729679,3.31299794877,37.9790961239,201.554125433,0.897968405344,7.69230769231
Biochar,300.0,None,5.0,HA,0.00021,0.00125151327429,5.28183393208e-07,2429.47009385,0.119035785815,21.5459729679,3.39582289749,35.7243876835,207.409564395,0.920231627997,7.69230769231
Biochar,300.0,None,10.0,HA,0.00021,0.0012204197768,5.15060824433e-07,2491.36742108,0.119035785815,21.5459729679,3.47864784621,33.6391419474,209.078566721,0.928103076711,7.69230769231
Biochar,300.0,IronOxide,0.0,None,0.00021,0.00467390767304,5.41992109371e-07,2367.57276662,0.433225478985,21.5459729679,3.31299794877,37.9790961239,109.732933391,0.963263077427,7.69230769231
Biochar,300.0,IronOxide,0.0,None,0.00021,0.00467390767304,5.41992109371e-07,2367.57276662,0.433225478985,21.5459729679,3.31299794877,37.9790961239,82.7116329457,0.999561729178,7.69230769231
Biochar,300.0,IronOxide,0.0,None,0.00021,0.00470465706562,5.45557846932e-07,2352.09843481,0.433225478985,21.5459729679,3.14734805133,43.072155102,59.4597432458,0.936797130074,7.69230769231
Biochar,300.0,IronOxide,1.0,HA,0.00021,0.0021959253807,5.15060824433e-07,2491.36742108,0.214183437741,21.5459729679,3.47864784621,33.6391419474,102.464939059,0.994842406877,7.69230769231
Biochar,300.0,IronOxide,5.0,HA,0.00021,0.00229574017073,5.38472680089e-07,2383.04709843,0.214183437741,21.5459729679,3.47864784621,33.6391419474,120.854222988,0.999008433275,7.69230769231
Biochar,300.0,IronOxide,10.0,HA,0.00021,0.00229574017073,5.38472680089e-07,2383.04709843,0.214183437741,21.5459729679,3.47864784621,33.6391419474,126.553277241,0.999315854885,7.69230769231
Biochar,300.0,None,0.0,None,0.000176666666667,0.00373948958493,3.91258491289e-07,1952.71329958,0.240500873381,18.1259772587,3.23017300005,40.4214627979,146.579184262,0.778396966909,7.69230769231
Biochar,300.0,None,1.0,HA,0.000176666666667,0.00190156693298,4.01977902009e-07,1900.64094492,0.119035785815,18.1259772587,3.14734805133,43.072155102,158.291707541,0.840000191065,7.69230769231
Biochar,300.0,None,5.0,HA,0.000176666666667,0.00181456713866,3.83586756166e-07,1991.76756557,0.119035785815,18.1259772587,3.31299794877,37.9790961239,159.135517317,0.85073130558,7.69230769231
Biochar,300.0,None,10.0,HA,0.000176666666667,0.00185085848143,3.91258491289e-07,1952.71329958,0.119035785815,18.1259772587,3.23017300005,40.4214627979,159.616398158,0.858835994208,7.69230769231
Biochar,300.0,IronOxide,0.0,None,0.000176666666667,0.00631511025233,3.66804835584e-07,2082.89418621,0.433225478985,18.1259772587,3.31299794877,37.9790961239,43.540634878,0.967439814306,7.69230769231
Biochar,300.0,IronOxide,0.0,None,0.000176666666667,0.006161083173,3.57858376179e-07,2134.96654087,0.433225478985,18.1259772587,3.39582289749,35.7243876835,63.1017484351,0.990797619523,7.69230769231
Biochar,300.0,IronOxide,0.0,None,0.000176666666667,0.00631511025233,3.66804835584e-07,2082.89418621,0.433225478985,18.1259772587,3.31299794877,37.9790961239,85.833953572,0.931264222689,7.69230769231
Biochar,300.0,IronOxide,1.0,HA,0.000176666666667,0.00326498645017,3.83586756166e-07,1991.76756557,0.214183437741,18.1259772587,3.31299794877,37.9790961239,74.9309634481,0.999431560182,7.69230769231
Biochar,300.0,IronOxide,5.0,HA,0.000176666666667,0.00318180208201,3.73813845181e-07,2043.83992022,0.214183437741,18.1259772587,3.39582289749,35.7243876835,86.3191189901,0.992104878975,7.69230769231
Biochar,300.0,IronOxide,10.0,HA,0.000176666666667,0.00318180208201,3.73813845181e-07,2043.83992022,0.214183437741,18.1259772587,3.39582289749,35.7243876835,90.1903609758,0.990599413162,7.69230769231
ZnO,12.5,None,0.0,None,0.000212765957447,0.0424413181578,7.92082915835e-07,240.507141195,0.40488362522,72.8005353769,0.0989601685881,52.5271674817,13.1288603473,-0.087183097635,12.0
ZnO,12.5,None,0.0,None,0.0001,0.0721502408683,7.92082915835e-07,511.717321692,0.688302162874,72.8005353769,0.113097335529,37.9790961239,14.7300952526,-0.0823167193342,12.0
ZnO,12.5,None,0.0,None,0.000212765957447,0.0294967161197,7.92082915835e-07,240.507141195,0.281394119528,72.8005353769,0.0989601685881,52.5271674817,34.6145624663,-0.0537246180064,12.0
ZnO,12.5,None,0.0,None,0.000306382978723,0.0204674566733,1.64246313427e-06,346.330283321,0.40488362522,104.832770943,0.0989601685881,52.5271674817,26.4191722378,-0.903553562634,12.0
ZnO,12.5,None,0.0,None,0.000144,0.0347946763447,1.64246313427e-06,736.872943236,0.688302162874,104.832770943,0.113097335529,37.9790961239,28.7249505014,-0.880335275231,12.0
ZnO,12.5,None,0.0,None,0.000306382978723,0.014224882388,1.64246313427e-06,346.330283321,0.281394119528,104.832770943,0.0989601685881,52.5271674817,57.3585832891,-0.676157004237,12.0
ZnO,5.0,None,0.0,None,0.000621764705882,7.93173892399e-05,3.44069284467e-06,30650.2305013,0.281799003153,65.29438094,12.6669015793,33.6391419474,558.201073423,0.801867207307,5.0
ZnO,5.0,None,0.0,None,0.000638431372549,7.52301802586e-05,3.62762355052e-06,31471.8229304,0.281799003153,149.916337944,12.6669015793,33.6391419474,542.070033245,0.788308366408,5.0
ZnO,5.0,None,0.0,None,0.000759019607843,5.32248629979e-05,5.12743026932e-06,37416.2857996,0.281799003153,252.059307033,12.6669015793,33.6391419474,595.160738635,0.787142011002,5.0
ZnO,5.0,None,0.0,None,0.000947450980392,3.41591490769e-05,7.98927318128e-06,46705.1131448,0.281799003153,703.544373882,12.6669015793,33.6391419474,582.150605791,0.595012877315,5.0
ZnO,5.0,None,0.0,None,0.000682941176471,6.57436702973e-05,4.15107298362e-06,33665.9580057,0.281799003153,277.765735126,12.6669015793,33.6391419474,300.454545962,0.755228718537,5.0
ZnO,5.0,None,0.0,None,0.000831764705882,4.43220221561e-05,6.15736287154e-06,41002.2951077,0.281799003153,151.29022131,12.6669015793,33.6391419474,286.491044882,0.632702564734,5.0
ZnO,5.0,None,0.0,None,0.000856274509804,4.18210094191e-05,6.52559030512e-06,42210.5192681,0.281799003153,269.764012833,12.6669015793,33.6391419474,249.429261444,0.543915810858,5.0
ZnO,5.0,None,0.0,None,0.000896470588235,3.81547358669e-05,7.15263170914e-06,44192.0068912,0.281799003153,364.612386161,12.6669015793,33.6391419474,192.988403364,0.499780318819,5.0
ZnO,5.0,None,0.0,None,0.000621764705882,0.00015863477848,6.88138568934e-06,15325.1152506,0.281799003153,65.29438094,12.6669015793,33.6391419474,558.201073423,0.801867207307,5.0
ZnO,5.0,None,0.0,None,0.000638431372549,0.000150460360517,7.25524710103e-06,15735.9114652,0.281799003153,149.916337944,12.6669015793,33.6391419474,542.070033245,0.788308366408,5.0
ZnO,5.0,None,0.0,None,0.000759019607843,0.000106449725996,1.02548605386e-05,18708.1428998,0.281799003153,252.059307033,12.6669015793,33.6391419474,595.160738635,0.787142011002,5.0
ZnO,5.0,None,0.0,None,0.000947450980392,6.83182981539e-05,1.59785463626e-05,23352.5565724,0.281799003153,703.544373882,12.6669015793,33.6391419474,582.150605791,0.595012877315,5.0
ZnO,5.0,None,0.0,None,0.000682941176471,0.000131487340595,8.30214596725e-06,16832.9790028,0.281799003153,277.765735126,12.6669015793,33.6391419474,300.454545962,0.755228718537,5.0
ZnO,5.0,None,0.0,None,0.000831764705882,8.86440443123e-05,1.23147257431e-05,20501.1475538,0.281799003153,151.29022131,12.6669015793,33.6391419474,286.491044882,0.632702564734,5.0
ZnO,5.0,None,0.0,None,0.000856274509804,8.36420188382e-05,1.30511806102e-05,21105.2596341,0.281799003153,269.764012833,12.6669015793,33.6391419474,249.429261444,0.543915810858,5.0
ZnO,5.0,None,0.0,None,0.000896470588235,7.63094717339e-05,1.43052634183e-05,22096.0034456,0.281799003153,364.612386161,12.6669015793,33.6391419474,192.988403364,0.499780318819,5.0
HAP,100.0,None,0.0,None,0.000571666666667,6.6617623211e-05,2.32868336086e-06,31593.4274413,0.224305528372,25.4523756355,4.25168070092,41.7193692464,358.594664949,0.721400955197,7.69230769231
HAP,100.0,None,1.0,HA,0.00051,4.44193384966e-05,1.8533824782e-06,28185.3900788,0.119035785815,22.7067840947,4.25168070092,41.7193692464,465.395116368,0.978599468152,7.69230769231
HAP,100.0,None,5.0,HA,0.000501666666667,4.59073208846e-05,1.79330926041e-06,27724.8444893,0.119035785815,22.3357582108,4.25168070092,41.7193692464,506.690984418,0.993468778955,7.69230769231
HAP,100.0,None,10.0,HA,0.000458333333333,5.49983362574e-05,1.49688207435e-06,25330.0074237,0.119035785815,20.4064236145,4.25168070092,41.7193692464,486.468564599,0.997278200198,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,446.779156404,0.999963412475,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,396.037523057,0.990463768594,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,340.641701777,0.946467064259,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,303.126383899,0.873673947463,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,269.842205403,0.742479827473,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,227.207150026,0.182442407586,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,217.72288535,0.989897291129,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,452.890802176,0.996673596674,7.69230769231
HAP,100.0,FeOOH,10.0,HA,0.000458333333333,0.000673449015397,1.49688207435e-06,25330.0074237,1.45758105079,20.4064236145,4.25168070092,41.7193692464,659.3541882,0.999603332011,7.69230769231
QD,50.0,None,0.0,None,8.70056497175e-05,0.0869726531519,2.68978328698e-07,206.643288875,0.291516210158,15.5348086544,1.58920409625,45.9547236374,50.4299609898,0.920485370911,4.0
QD,50.0,None,0.0,None,0.000188957055215,0.0869726531519,2.68978328698e-07,95.1493109792,0.291516210158,15.5348086544,1.63215555831,43.072155102,50.4299609898,0.920485370911,4.0
QD,50.0,None,0.0,None,8.70056497175e-05,0.00903611980799,2.79458003842e-08,1988.94165542,0.291516210158,15.5348086544,1.58920409625,45.9547236374,50.4299609898,0.920485370911,4.0
QD,50.0,None,0.0,None,0.000188957055215,0.00953124966048,2.94770771176e-08,868.237462685,0.291516210158,15.5348086544,1.67510702037,40.4214627979,50.4299609898,0.920485370911,4.0
QD,50.0,None,0.0,None,0.0002464,0.00953124966048,2.94770771176e-08,665.826275066,0.291516210158,15.5348086544,1.67510702037,40.4214627979,50.4299609898,0.920485370911,4.0
